,UTC Timestamp (Interval Ending),Local Date,Hour Number,MISO Total Actual Load (MW),Indianapolis Temperature (Fahrenheit),Indianapolis Temperature Observation Time (Eastern Standard),Minneapolis Temperature (Fahrenheit),Minneapolis Temperature Observation Time (Eastern Standard),New Orleans International Airport Temperature (Fahrenheit),New Orleans International Airport Temperature Observation Time (Eastern Standard),MISO Total Wind Generation (MW)
31907,2025-01-31 16:00:00,2025-01-31,11,77145.17,50.0,1/31/25 10:54,36.0,1/31/25 10:53,62.1,1/31/25 10:53,19064.41
31908,2025-01-31 17:00:00,2025-01-31,12,76121.72,50.0,1/31/25 11:54,39.0,1/31/25 11:53,66.9,1/31/25 11:53,19081.72
31909,2025-01-31 18:00:00,2025-01-31,13,75155.51,48.0,1/31/25 12:54,39.0,1/31/25 12:53,73.0,1/31/25 12:53,19299.92
31910,2025-01-31 19:00:00,2025-01-31,14,74711.46,46.9,1/31/25 13:54,42.1,1/31/25 13:53,73.9,1/31/25 13:53,18960.4
31911,2025-01-31 20:00:00,2025-01-31,15,73813.91,48.0,1/31/25 14:54,42.1,1/31/25 14:53,75.9,1/31/25 14:53,18899.48
31912,2025-01-31 21:00:00,2025-01-31,16,73269.5,48.0,1/31/25 15:54,41.0,1/31/25 15:53,75.9,1/31/25 15:53,18376.65
31913,2025-01-31 22:00:00,2025-01-31,17,73337.51,46.9,1/31/25 16:54,39.0,1/31/25 16:53,73.0,1/31/25 16:53,18206.19
31914,2025-01-31 23:00:00,2025-01-31,18,74669.06,46.0,1/31/25 17:54,37.0,1/31/25 17:53,69.1,1/31/25 17:53,16814.18
31915,2025-02-01 00:00:00,2025-01-31,19,76702.62,46.0,1/31/25 18:54,34.0,1/31/25 18:53,64.9,1/31/25 18:53,15880.57
31916,2025-02-01 01:00:00,2025-01-31,20,77546.27,43.0,1/31/25 19:54,32.0,1/31/25 19:53,61.0,1/31/25 19:53,16501.24
31917,2025-02-01 02:00:00,2025-01-31,21,76720.82,39.9,1/31/25 20:54,32.0,1/31/25 20:53,62.1,1/31/25 20:53,16659.84
31918,2025-02-01 03:00:00,2025-01-31,22,75555.14,39.0,1/31/25 21:54,30.9,1/31/25 21:53,60.1,1/31/25 21:53,16465.46
31919,2025-02-01 04:00:00,2025-01-31,23,73671.46,37.9,1/31/25 22:54,30.0,1/31/25 22:53,57.0,1/31/25 22:53,16907.0
31920,2025-02-01 06:00:00,2025-02-01,1,69762.46,35.1,2/1/25 0:54,28.0,2/1/25 0:53,57.9,2/1/25 0:53,19300.89
31921,2025-02-01 07:00:00,2025-02-01,2,68568.28,34.0,2/1/25 1:54,27.0,2/1/25 1:53,55.0,2/1/25 1:53,20145.34
31922,2025-02-01 08:00:00,2025-02-01,3,67919.66,32.0,2/1/25 2:54,26.1,2/1/25 2:53,53.1,2/1/25 2:53,20024.02
31923,2025-02-01 09:00:00,2025-02-01,4,67649.08,30.0,2/1/25 3:54,26.1,2/1/25 3:53,52.0,2/1/25 3:53,20137.09
31924,2025-02-01 10:00:00,2025-02-01,5,68011.21,28.9,2/1/25 4:54,26.1,2/1/25 4:53,52.0,2/1/25 4:53,20476.93
31925,2025-02-01 11:00:00,2025-02-01,6,69151.75,28.0,2/1/25 5:54,25.0,2/1/25 5:53,51.1,2/1/25 5:53,20946.6
31926,2025-02-01 12:00:00,2025-02-01,7,71206.39,27.0,2/1/25 6:54,25.0,2/1/25 6:53,54.0,2/1/25 6:53,21253.45
31927,2025-02-01 13:00:00,2025-02-01,8,73827.61,28.0,2/1/25 7:54,25.0,2/1/25 7:53,53.1,2/1/25 7:53,20691.77
31928,2025-02-01 14:00:00,2025-02-01,9,75915.45,30.9,2/1/25 8:54,26.1,2/1/25 8:53,54.0,2/1/25 8:53,20771.55
31929,2025-02-01 15:00:00,2025-02-01,10,76446.12,33.1,2/1/25 9:54,26.1,2/1/25 9:53,57.0,2/1/25 9:53,20235.04
31930,2025-02-01 16:00:00,2025-02-01,11,76041.59,35.1,2/1/25 10:54,27.0,2/1/25 10:53,57.9,2/1/25 10:53,20162.79
31931,2025-02-01 17:00:00,2025-02-01,12,75307.75,36.0,2/1/25 11:54,27.0,2/1/25 11:53,61.0,2/1/25 11:53,19626.07
31932,2025-02-01 18:00:00,2025-02-01,13,73981.01,37.0,2/1/25 12:54,28.0,2/1/25 12:53,64.0,2/1/25 12:53,19341.19
31933,2025-02-01 19:00:00,2025-02-01,14,72866.09,37.9,2/1/25 13:54,28.9,2/1/25 13:53,68.0,2/1/25 13:53,19322.33
31934,2025-02-01 20:00:00,2025-02-01,15,71872.51,37.9,2/1/25 14:54,27.0,2/1/25 14:53,66.9,2/1/25 14:53,19291.35
31935,2025-02-01 21:00:00,2025-02-01,16,71485.32,39.0,2/1/25 15:54,28.0,2/1/25 15:53,66.9,2/1/25 15:53,19494.64
31936,2025-02-01 22:00:00,2025-02-01,17,71869.23,37.9,2/1/25 16:54,28.9,2/1/25 16:53,68.0,2/1/25 16:53,19884.45
31937,2025-02-01 23:00:00,2025-02-01,18,73612.33,35.1,2/1/25 17:54,28.9,2/1/25 17:53,66.9,2/1/25 17:53,20556.77
31938,2025-02-02 00:00:00,2025-02-01,19,76225.98,34.0,2/1/25 18:54,28.9,2/1/25 18:53,63.0,2/1/25 18:53,20853.19
31939,2025-02-02 01:00:00,2025-02-01,20,77027.77,33.1,2/1/25 19:54,28.9,2/1/25 19:53,59.0,2/1/25 19:53,20708.34
31940,2025-02-02 02:00:00,2025-02-01,21,76402.73,33.1,2/1/25 20:54,28.9,2/1/25 20:53,57.0,2/1/25 20:53,19830.93
31941,2025-02-02 03:00:00,2025-02-01,22,75185.79,32.0,2/1/25 21:54,30.9,2/1/25 21:53,55.9,2/1/25 21:53,19004.12
31942,2025-02-02 04:00:00,2025-02-01,23,73404.4,30.9,2/1/25 22:54,30.9,2/1/25 22:53,55.0,2/1/25 22:53,18299.26
31943,2025-02-02 06:00:00,2025-02-02,1,69615.73,30.9,2/2/25 0:54,30.0,2/2/25 0:53,53.1,2/2/25 0:53,15933.53
31944,2025-02-02 07:00:00,2025-02-02,2,68251.46,30.0,2/2/25 1:54,30.9,2/2/25 1:53,50.0,2/2/25 1:53,14934.04
31945,2025-02-02 08:00:00,2025-02-02,3,67354.27,30.0,2/2/25 2:54,32.0,2/2/25 2:53,48.9,2/2/25 2:53,14203.0
31946,2025-02-02 09:00:00,2025-02-02,4,66848.92,30.0,2/2/25 3:54,32.0,2/2/25 3:53,48.9,2/2/25 3:53,12433.89
31947,2025-02-02 10:00:00,2025-02-02,5,66779.38,32.0,2/2/25 4:54,33.1,2/2/25 4:53,46.9,2/2/25 4:53,11241.11
31948,2025-02-02 11:00:00,2025-02-02,6,67461.36,33.1,2/2/25 5:54,33.1,2/2/25 5:53,48.0,2/2/25 5:53,10706.79
31949,2025-02-02 12:00:00,2025-02-02,7,68670.77,33.1,2/2/25 6:54,33.1,2/2/25 6:53,46.9,2/2/25 6:53,10124.15
31950,2025-02-02 13:00:00,2025-02-02,8,70758.76,34.0,2/2/25 7:54,33.1,2/2/25 7:53,46.0,2/2/25 7:53,9467.76
31951,2025-02-02 14:00:00,2025-02-02,9,72701.51,35.1,2/2/25 8:54,35.1,2/2/25 8:53,51.1,2/2/25 8:53,8465.89
31952,2025-02-02 15:00:00,2025-02-02,10,73470.11,37.0,2/2/25 9:54,36.0,2/2/25 9:53,59.0,2/2/25 9:53,8031.75
31953,2025-02-02 16:00:00,2025-02-02,11,72700.13,39.9,2/2/25 10:54,36.0,2/2/25 10:53,63.0,2/2/25 10:53,7545.94
31954,2025-02-02 17:00:00,2025-02-02,12,71254.48,46.0,2/2/25 11:54,36.0,2/2/25 11:53,64.9,2/2/25 11:53,6391.49
31955,2025-02-02 18:00:00,2025-02-02,13,70137.77,48.0,2/2/25 12:54,37.0,2/2/25 12:53,66.9,2/2/25 12:53,5462.19
31956,2025-02-02 19:00:00,2025-02-02,14,69337.56,51.1,2/2/25 13:54,37.9,2/2/25 13:53,69.1,2/2/25 13:53,4480.88
31957,2025-02-02 20:00:00,2025-02-02,15,68522.68,52.0,2/2/25 14:54,42.1,2/2/25 14:53,72.0,2/2/25 14:53,3794.55
31958,2025-02-02 21:00:00,2025-02-02,16,68548.64,53.1,2/2/25 15:54,42.1,2/2/25 15:53,71.1,2/2/25 15:53,3477.69
31959,2025-02-02 22:00:00,2025-02-02,17,69462.96,52.0,2/2/25 16:54,41.0,2/2/25 16:53,71.1,2/2/25 16:53,3714.4
31960,2025-02-02 23:00:00,2025-02-02,18,71443.82,48.9,2/2/25 17:54,37.0,2/2/25 17:53,68.0,2/2/25 17:53,4391.53
31961,2025-02-03 00:00:00,2025-02-02,19,74119.23,46.9,2/2/25 18:54,36.0,2/2/25 18:53,64.9,2/2/25 18:53,6487.74
31962,2025-02-03 01:00:00,2025-02-02,20,75086.57,45.0,2/2/25 19:54,35.1,2/2/25 19:53,62.1,2/2/25 19:53,8927.84
31963,2025-02-03 02:00:00,2025-02-02,21,74209.89,45.0,2/2/25 20:54,34.0,2/2/25 20:53,60.1,2/2/25 20:53,9678.25
31964,2025-02-03 03:00:00,2025-02-02,22,72573.78,46.0,2/2/25 21:54,33.1,2/2/25 21:53,57.9,2/2/25 21:53,9753.5
31965,2025-02-03 04:00:00,2025-02-02,23,70429.27,45.0,2/2/25 22:54,33.1,2/2/25 22:53,57.0,2/2/25 22:53,11191.01
31966,2025-02-03 06:00:00,2025-02-03,1,65873.58,44.1,2/3/25 0:54,32.0,2/3/25 0:53,57.0,2/3/25 0:53,14330.71
31967,2025-02-03 07:00:00,2025-02-03,2,64585.98,45.0,2/3/25 1:54,30.0,2/3/25 1:53,55.9,2/3/25 1:53,15272.17
31968,2025-02-03 08:00:00,2025-02-03,3,63949.61,43.0,2/3/25 2:54,28.9,2/3/25 2:53,54.0,2/3/25 2:53,15113.33
31969,2025-02-03 09:00:00,2025-02-03,4,63738.18,44.1,2/3/25 3:54,28.9,2/3/25 3:53,55.0,2/3/25 3:55,14924.17
31970,2025-02-03 10:00:00,2025-02-03,5,64596.54,44.1,2/3/25 4:54,28.9,2/3/25 4:53,53.1,2/3/25 4:53,14807.21
31971,2025-02-03 11:00:00,2025-02-03,6,66913.47,43.0,2/3/25 5:54,28.0,2/3/25 5:53,54.0,2/3/25 5:53,15588.97
31972,2025-02-03 12:00:00,2025-02-03,7,71418.53,43.0,2/3/25 6:54,27.0,2/3/25 6:53,54.0,2/3/25 6:53,16760.9
31973,2025-02-03 13:00:00,2025-02-03,8,76556.01,45.0,2/3/25 7:54,26.1,2/3/25 7:53,55.0,2/3/25 7:53,18119.76
31974,2025-02-03 14:00:00,2025-02-03,9,78746.51,46.0,2/3/25 8:54,25.0,2/3/25 8:53,60.1,2/3/25 8:53,18673.19
31975,2025-02-03 15:00:00,2025-02-03,10,78346.24,52.0,2/3/25 9:54,24.1,2/3/25 9:53,64.9,2/3/25 9:53,18235.21
31976,2025-02-03 16:00:00,2025-02-03,11,77857.33,55.0,2/3/25 10:54,23.0,2/3/25 10:53,70.0,2/3/25 10:53,17849.73
31977,2025-02-03 17:00:00,2025-02-03,12,77129.77,59.0,2/3/25 11:54,23.0,2/3/25 11:53,73.0,2/3/25 11:53,18162.33
31978,2025-02-03 18:00:00,2025-02-03,13,76599.87,64.0,2/3/25 12:54,24.1,2/3/25 12:53,73.9,2/3/25 12:53,18626.11
31979,2025-02-03 19:00:00,2025-02-03,14,76213.97,64.9,2/3/25 13:54,24.1,2/3/25 13:53,75.9,2/3/25 13:53,18273.72
31980,2025-02-03 20:00:00,2025-02-03,15,75838.64,66.9,2/3/25 14:54,25.0,2/3/25 14:53,75.9,2/3/25 14:53,18522.49
31981,2025-02-03 21:00:00,2025-02-03,16,75645.13,66.9,2/3/25 15:54,24.1,2/3/25 15:53,75.9,2/3/25 15:53,18517.59
31982,2025-02-03 22:00:00,2025-02-03,17,75821.45,66.0,2/3/25 16:54,24.1,2/3/25 16:53,73.9,2/3/25 16:53,18499.56
31983,2025-02-03 23:00:00,2025-02-03,18,77109.15,60.1,2/3/25 17:54,24.1,2/3/25 17:53,73.0,2/3/25 17:53,18388.5
31984,2025-02-04 00:00:00,2025-02-03,19,79037.27,57.0,2/3/25 18:54,23.0,2/3/25 18:53,69.1,2/3/25 18:53,19052.39
31985,2025-02-04 01:00:00,2025-02-03,20,79916.8,54.0,2/3/25 19:54,21.9,2/3/25 19:53,66.9,2/3/25 19:53,19612.98
31986,2025-02-04 02:00:00,2025-02-03,21,78731.71,54.0,2/3/25 20:54,19.0,2/3/25 20:53,64.9,2/3/25 20:53,19529.98
31987,2025-02-04 03:00:00,2025-02-03,22,76947.02,51.1,2/3/25 21:54,14.0,2/3/25 21:53,64.9,2/3/25 21:53,19108.81
31988,2025-02-04 04:00:00,2025-02-03,23,74219.78,45.0,2/3/25 22:54,9.0,2/3/25 22:53,64.9,2/3/25 22:53,18699.13
31989,2025-02-04 06:00:00,2025-02-04,1,68958.83,41.0,2/4/25 0:56,5.0,2/4/25 0:53,66.0,2/4/25 0:53,18430.89
31990,2025-02-04 07:00:00,2025-02-04,2,67538.86,39.0,2/4/25 1:54,3.9,2/4/25 1:53,66.0,2/4/25 1:53,18034.94
31991,2025-02-04 08:00:00,2025-02-04,3,66906.46,37.0,2/4/25 2:54,3.0,2/4/25 2:53,66.9,2/4/25 2:53,17624.52
31992,2025-02-04 09:00:00,2025-02-04,4,66921.97,36.0,2/4/25 3:54,1.9,2/4/25 3:53,66.0,2/4/25 3:53,17822.99
31993,2025-02-04 10:00:00,2025-02-04,5,67523.59,35.1,2/4/25 4:54,1.9,2/4/25 4:53,64.9,2/4/25 4:53,17806.75
31994,2025-02-04 11:00:00,2025-02-04,6,69785.01,34.0,2/4/25 5:54,1.0,2/4/25 5:53,66.0,2/4/25 5:53,16534.28
31995,2025-02-04 12:00:00,2025-02-04,7,74064.42,34.0,2/4/25 6:54,0.0,2/4/25 6:53,64.9,2/4/25 6:53,16797.53
31996,2025-02-04 13:00:00,2025-02-04,8,79207.7,34.0,2/4/25 7:54,-0.9,2/4/25 7:53,66.0,2/4/25 7:53,16486.5
31997,2025-02-04 14:00:00,2025-02-04,9,81315.04,34.0,2/4/25 8:54,-0.9,2/4/25 8:53,68.0,2/4/25 8:53,15441.15
31998,2025-02-04 15:00:00,2025-02-04,10,81310.97,37.0,2/4/25 9:54,0.0,2/4/25 9:53,70.0,2/4/25 9:53,14118.94
31999,2025-02-04 16:00:00,2025-02-04,11,80873.07,37.9,2/4/25 10:54,1.9,2/4/25 10:53,72.0,2/4/25 10:53,12850.84
32000,2025-02-04 17:00:00,2025-02-04,12,80166.69,39.9,2/4/25 11:54,3.0,2/4/25 11:53,73.0,2/4/25 11:53,11070.37
32001,2025-02-04 18:00:00,2025-02-04,13,79785.14,42.1,2/4/25 12:54,3.9,2/4/25 12:53,71.1,2/4/25 12:53,10419.85
32002,2025-02-04 19:00:00,2025-02-04,14,79355.24,42.1,2/4/25 13:54,5.0,2/4/25 13:53,72.0,2/4/25 13:53,10112.93
32003,2025-02-04 20:00:00,2025-02-04,15,79263.53,42.1,2/4/25 14:54,7.0,2/4/25 14:53,73.9,2/4/25 14:53,10188.88
32004,2025-02-04 21:00:00,2025-02-04,16,79070.89,43.0,2/4/25 15:54,8.1,2/4/25 15:53,75.0,2/4/25 15:53,11865.42
32005,2025-02-04 22:00:00,2025-02-04,17,79600.1,42.1,2/4/25 16:54,8.1,2/4/25 16:53,75.0,2/4/25 16:53,13517.79
32006,2025-02-04 23:00:00,2025-02-04,18,81206.0,39.0,2/4/25 17:54,8.1,2/4/25 17:53,73.9,2/4/25 17:53,13994.29
32007,2025-02-05 00:00:00,2025-02-04,19,83701.4,36.0,2/4/25 18:54,8.1,2/4/25 18:53,72.0,2/4/25 18:53,13863.66
32008,2025-02-05 01:00:00,2025-02-04,20,84601.72,35.1,2/4/25 19:54,8.1,2/4/25 19:53,70.0,2/4/25 19:53,14045.41
32009,2025-02-05 02:00:00,2025-02-04,21,83598.47,34.0,2/4/25 20:54,8.1,2/4/25 20:53,68.0,2/4/25 20:53,13565.83
32010,2025-02-05 03:00:00,2025-02-04,22,81967.75,33.1,2/4/25 21:54,8.1,2/4/25 21:53,68.0,2/4/25 21:53,11776.39
32011,2025-02-05 04:00:00,2025-02-04,23,78891.37,32.0,2/4/25 22:54,8.1,2/4/25 22:53,66.9,2/4/25 22:53,10199.84
32012,2025-02-05 06:00:00,2025-02-05,1,73118.0,32.0,2/5/25 0:54,7.0,2/5/25 0:53,68.0,2/5/25 0:53,7946.11
32013,2025-02-05 07:00:00,2025-02-05,2,71293.21,32.0,2/5/25 1:54,7.0,2/5/25 1:53,64.9,2/5/25 1:53,7420.03
32014,2025-02-05 08:00:00,2025-02-05,3,70314.53,32.0,2/5/25 2:54,8.1,2/5/25 2:53,64.0,2/5/25 2:53,7611.69
32015,2025-02-05 09:00:00,2025-02-05,4,69801.49,30.9,2/5/25 3:54,8.1,2/5/25 3:53,63.0,2/5/25 3:53,8377.52
32016,2025-02-05 10:00:00,2025-02-05,5,70258.9,30.9,2/5/25 4:54,8.1,2/5/25 4:53,63.0,2/5/25 4:53,8729.85
32017,2025-02-05 11:00:00,2025-02-05,6,72148.27,30.9,2/5/25 5:54,7.0,2/5/25 5:53,63.0,2/5/25 5:53,9646.19
32018,2025-02-05 12:00:00,2025-02-05,7,76171.77,30.9,2/5/25 6:54,8.1,2/5/25 6:53,64.0,2/5/25 6:53,10430.17
32019,2025-02-05 13:00:00,2025-02-05,8,81169.39,30.9,2/5/25 7:54,8.1,2/5/25 7:53,64.0,2/5/25 7:53,11009.92
32020,2025-02-05 14:00:00,2025-02-05,9,83206.29,30.9,2/5/25 8:54,8.1,2/5/25 8:53,66.0,2/5/25 8:53,10914.46
32021,2025-02-05 15:00:00,2025-02-05,10,83457.95,30.9,2/5/25 9:54,10.0,2/5/25 9:53,70.0,2/5/25 9:53,10551.28
32022,2025-02-05 16:00:00,2025-02-05,11,83368.59,33.1,2/5/25 10:54,12.0,2/5/25 10:53,73.0,2/5/25 10:53,11569.46
32023,2025-02-05 17:00:00,2025-02-05,12,83103.64,35.1,2/5/25 11:54,15.1,2/5/25 11:53,73.0,2/5/25 11:53,11899.31
32024,2025-02-05 18:00:00,2025-02-05,13,83229.1,34.0,2/5/25 12:54,18.0,2/5/25 12:53,75.0,2/5/25 12:53,11909.32
32025,2025-02-05 19:00:00,2025-02-05,14,83597.29,33.1,2/5/25 13:54,19.0,2/5/25 13:53,77.0,2/5/25 13:53,11102.18
32026,2025-02-05 20:00:00,2025-02-05,15,83582.79,33.1,2/5/25 14:54,19.9,2/5/25 14:53,77.0,2/5/25 14:53,10525.48
32027,2025-02-05 21:00:00,2025-02-05,16,83168.72,32.0,2/5/25 15:54,21.0,2/5/25 15:53,75.9,2/5/25 15:53,10218.86
32028,2025-02-05 22:00:00,2025-02-05,17,83286.73,32.0,2/5/25 16:54,21.9,2/5/25 16:53,75.9,2/5/25 16:53,10077.02
32029,2025-02-05 23:00:00,2025-02-05,18,84345.72,32.0,2/5/25 17:54,21.9,2/5/25 17:53,75.0,2/5/25 17:53,9164.96
32030,2025-02-06 00:00:00,2025-02-05,19,85591.6,30.9,2/5/25 18:54,21.9,2/5/25 18:53,72.0,2/5/25 18:53,8218.81
32031,2025-02-06 01:00:00,2025-02-05,20,85535.9,32.0,2/5/25 19:54,23.0,2/5/25 19:53,70.0,2/5/25 19:53,7094.63
32032,2025-02-06 02:00:00,2025-02-05,21,84156.46,32.0,2/5/25 20:54,23.0,2/5/25 20:53,70.0,2/5/25 20:53,6293.21
32033,2025-02-06 03:00:00,2025-02-05,22,81917.77,32.0,2/5/25 21:54,23.0,2/5/25 21:53,70.0,2/5/25 21:53,6124.36
32034,2025-02-06 04:00:00,2025-02-05,23,78663.84,32.0,2/5/25 22:54,23.0,2/5/25 22:53,70.0,2/5/25 22:53,6279.93
32035,2025-02-06 06:00:00,2025-02-06,1,72604.48,32.0,2/6/25 0:54,21.9,2/6/25 0:53,69.1,2/6/25 0:53,5904.76
32036,2025-02-06 07:00:00,2025-02-06,2,70579.76,33.1,2/6/25 1:54,23.0,2/6/25 1:53,69.1,2/6/25 1:53,5647.11
32037,2025-02-06 08:00:00,2025-02-06,3,69198.95,34.0,2/6/25 2:54,24.1,2/6/25 2:53,68.0,2/6/25 2:53,7747.96
32038,2025-02-06 09:00:00,2025-02-06,4,68558.77,34.0,2/6/25 3:54,24.1,2/6/25 3:53,66.9,2/6/25 3:53,9640.31
32039,2025-02-06 10:00:00,2025-02-06,5,68880.41,35.1,2/6/25 4:54,24.1,2/6/25 4:53,69.1,2/6/25 4:53,12116.18
32040,2025-02-06 11:00:00,2025-02-06,6,70742.07,37.0,2/6/25 5:54,21.9,2/6/25 5:53,68.0,2/6/25 5:53,14250.98
32041,2025-02-06 12:00:00,2025-02-06,7,74481.76,39.0,2/6/25 6:54,19.0,2/6/25 6:53,69.1,2/6/25 6:53,15737.04
32042,2025-02-06 13:00:00,2025-02-06,8,79524.33,37.9,2/6/25 7:54,15.1,2/6/25 7:53,69.1,2/6/25 7:53,16593.54
32043,2025-02-06 14:00:00,2025-02-06,9,81502.12,37.9,2/6/25 8:54,12.9,2/6/25 8:53,69.1,2/6/25 8:53,16363.29
32044,2025-02-06 15:00:00,2025-02-06,10,81921.79,37.0,2/6/25 9:54,12.9,2/6/25 9:53,71.1,2/6/25 9:56,16730.16
32045,2025-02-06 16:00:00,2025-02-06,11,82129.78,37.0,2/6/25 10:54,14.0,2/6/25 10:53,75.9,2/6/25 10:53,18447.02
32046,2025-02-06 17:00:00,2025-02-06,12,81836.56,37.9,2/6/25 11:54,16.0,2/6/25 11:53,78.1,2/6/25 11:53,18959.75
32047,2025-02-06 18:00:00,2025-02-06,13,81529.58,35.1,2/6/25 12:54,18.0,2/6/25 12:53,75.9,2/6/25 12:53,19948.81
32048,2025-02-06 19:00:00,2025-02-06,14,81499.65,35.1,2/6/25 13:54,17.1,2/6/25 13:53,73.9,2/6/25 13:53,20340.96
32049,2025-02-06 20:00:00,2025-02-06,15,81150.58,36.0,2/6/25 14:54,17.1,2/6/25 14:53,75.9,2/6/25 14:53,20705.33
32050,2025-02-06 21:00:00,2025-02-06,16,80348.28,36.0,2/6/25 15:54,18.0,2/6/25 15:53,79.0,2/6/25 15:53,21623.64
32051,2025-02-06 22:00:00,2025-02-06,17,80368.68,36.0,2/6/25 16:54,18.0,2/6/25 16:53,77.0,2/6/25 16:53,21086.4
32052,2025-02-06 23:00:00,2025-02-06,18,81660.61,34.0,2/6/25 17:54,15.1,2/6/25 17:53,75.9,2/6/25 17:53,20990.46
32053,2025-02-07 00:00:00,2025-02-06,19,83797.89,33.1,2/6/25 18:54,14.0,2/6/25 18:53,75.0,2/6/25 18:53,21361.65
32054,2025-02-07 01:00:00,2025-02-06,20,84801.98,30.0,2/6/25 19:54,12.9,2/6/25 19:53,73.0,2/6/25 19:53,22002.39
32055,2025-02-07 02:00:00,2025-02-06,21,84131.04,32.0,2/6/25 20:54,12.0,2/6/25 20:53,71.1,2/6/25 20:53,22106.94
32056,2025-02-07 03:00:00,2025-02-06,22,82373.44,30.0,2/6/25 21:54,10.9,2/6/25 21:53,70.0,2/6/25 21:53,20802.27
32057,2025-02-07 04:00:00,2025-02-06,23,79540.6,30.0,2/6/25 22:54,10.9,2/6/25 22:53,69.1,2/6/25 22:53,20427.42
32058,2025-02-07 06:00:00,2025-02-07,1,73997.16,30.9,2/7/25 0:54,10.9,2/7/25 0:53,66.9,2/7/25 0:53,19638.11
32059,2025-02-07 07:00:00,2025-02-07,2,72406.13,32.0,2/7/25 1:54,10.0,2/7/25 1:53,64.9,2/7/25 1:53,18461.26
32060,2025-02-07 08:00:00,2025-02-07,3,71347.19,30.9,2/7/25 2:54,10.0,2/7/25 2:53,63.0,2/7/25 2:55,16027.17
32061,2025-02-07 09:00:00,2025-02-07,4,71082.8,30.0,2/7/25 3:54,9.0,2/7/25 3:53,62.1,2/7/25 3:53,12216.67
32062,2025-02-07 10:00:00,2025-02-07,5,71302.7,28.0,2/7/25 4:54,9.0,2/7/25 4:53,60.1,2/7/25 4:53,9480.62
32063,2025-02-07 11:00:00,2025-02-07,6,73223.04,28.0,2/7/25 5:54,9.0,2/7/25 5:53,62.1,2/7/25 5:53,7461.92
32064,2025-02-07 12:00:00,2025-02-07,7,76975.02,26.1,2/7/25 6:54,8.1,2/7/25 6:53,62.1,2/7/25 6:53,5718.36
32065,2025-02-07 13:00:00,2025-02-07,8,81442.52,25.0,2/7/25 7:54,8.1,2/7/25 7:53,61.0,2/7/25 7:53,4599.88
32066,2025-02-07 14:00:00,2025-02-07,9,83244.45,26.1,2/7/25 8:54,9.0,2/7/25 8:53,64.9,2/7/25 8:53,3688.18
32067,2025-02-07 15:00:00,2025-02-07,10,82984.04,28.0,2/7/25 9:54,10.9,2/7/25 9:53,66.9,2/7/25 9:53,3055.44
32068,2025-02-07 16:00:00,2025-02-07,11,82290.27,30.9,2/7/25 10:54,12.9,2/7/25 10:53,69.1,2/7/25 10:53,2761.27
32069,2025-02-07 17:00:00,2025-02-07,12,81438.83,30.9,2/7/25 11:54,15.1,2/7/25 11:53,72.0,2/7/25 11:53,2796.78
32070,2025-02-07 18:00:00,2025-02-07,13,80588.22,33.1,2/7/25 12:54,18.0,2/7/25 12:53,73.0,2/7/25 12:53,3301.08
32071,2025-02-07 19:00:00,2025-02-07,14,79962.84,34.0,2/7/25 13:54,19.9,2/7/25 13:53,75.9,2/7/25 13:53,3722.78
32072,2025-02-07 20:00:00,2025-02-07,15,79814.47,37.9,2/7/25 14:54,21.9,2/7/25 14:53,75.0,2/7/25 14:53,4074.61
32073,2025-02-07 21:00:00,2025-02-07,16,79260.97,37.0,2/7/25 15:54,21.9,2/7/25 15:53,78.1,2/7/25 15:53,5039.7
32074,2025-02-07 22:00:00,2025-02-07,17,79686.05,37.0,2/7/25 16:54,23.0,2/7/25 16:53,77.0,2/7/25 16:53,6767.97
32075,2025-02-07 23:00:00,2025-02-07,18,80698.17,36.0,2/7/25 17:54,23.0,2/7/25 17:53,75.9,2/7/25 17:53,8480.9
32076,2025-02-08 00:00:00,2025-02-07,19,82518.47,35.1,2/7/25 18:54,23.0,2/7/25 18:53,73.9,2/7/25 18:53,9597.96
32077,2025-02-08 01:00:00,2025-02-07,20,82716.23,34.0,2/7/25 19:54,21.9,2/7/25 19:53,73.0,2/7/25 19:53,11397.96
32078,2025-02-08 02:00:00,2025-02-07,21,81351.91,33.1,2/7/25 20:54,23.0,2/7/25 20:53,71.1,2/7/25 20:53,13016.64
32079,2025-02-08 03:00:00,2025-02-07,22,79466.55,32.0,2/7/25 21:54,23.0,2/7/25 21:53,69.1,2/7/25 21:53,14113.49
32080,2025-02-08 04:00:00,2025-02-07,23,77124.47,32.0,2/7/25 22:54,23.0,2/7/25 22:53,69.1,2/7/25 22:53,14230.71
32081,2025-02-08 06:00:00,2025-02-08,1,71591.33,33.1,2/8/25 0:54,21.9,2/8/25 0:53,70.0,2/8/25 0:56,11445.35
32082,2025-02-08 07:00:00,2025-02-08,2,69587.81,33.1,2/8/25 1:54,21.0,2/8/25 1:53,69.1,2/8/25 1:53,9442.46
32083,2025-02-08 08:00:00,2025-02-08,3,68298.56,33.1,2/8/25 2:54,19.9,2/8/25 2:53,69.1,2/8/25 2:53,7419.99
32084,2025-02-08 09:00:00,2025-02-08,4,67560.16,33.1,2/8/25 3:54,19.9,2/8/25 3:53,68.0,2/8/25 3:53,6725.91
32085,2025-02-08 10:00:00,2025-02-08,5,67383.14,34.0,2/8/25 4:54,21.0,2/8/25 4:53,68.0,2/8/25 4:53,7133.29
