UTC Timestamp (Interval Ending),Local Date,Hour Number,MISO Total Actual Load (MW),Indianapolis Temperature (Fahrenheit),Indianapolis Temperature Observation Time (Eastern Standard),Minneapolis Temperature (Fahrenheit),Minneapolis Temperature Observation Time (Eastern Standard),New Orleans International Airport Temperature (Fahrenheit),New Orleans International Airport Temperature Observation Time (Eastern Standard)
2021-09-27 03:00:00,2021-09-26,22,71238.56,64.0,9/26/21 21:54,68.0,9/26/21 21:53,73.0,9/26/21 21:53
2021-09-27 04:00:00,2021-09-26,23,66986.27,64.0,9/26/21 22:54,64.9,9/26/21 22:53,71.1,9/26/21 22:53
2021-09-27 05:00:00,2021-09-26,24,63523.35,62.1,9/26/21 23:54,64.9,9/26/21 23:53,70.0,9/26/21 23:53
2021-09-27 06:00:00,2021-09-27,1,60841.54,60.1,9/27/21 0:54,61.0,9/27/21 0:53,66.9,9/27/21 0:53
2021-09-27 07:00:00,2021-09-27,2,59157.93,61.0,9/27/21 1:54,62.1,9/27/21 1:53,68.0,9/27/21 1:53
2021-09-27 08:00:00,2021-09-27,3,58312.66,63.0,9/27/21 2:54,59.0,9/27/21 2:53,66.9,9/27/21 2:53
2021-09-27 09:00:00,2021-09-27,4,58210.45,61.0,9/27/21 3:54,60.1,9/27/21 3:53,69.1,9/27/21 3:53
2021-09-27 10:00:00,2021-09-27,5,59710.99,60.1,9/27/21 4:54,57.9,9/27/21 4:53,70.0,9/27/21 4:53
2021-09-27 11:00:00,2021-09-27,6,63555.42,60.1,9/27/21 5:54,57.9,9/27/21 5:53,70.0,9/27/21 5:53
2021-09-27 12:00:00,2021-09-27,7,68393.6,60.1,9/27/21 6:54,57.0,9/27/21 6:53,69.1,9/27/21 6:53
2021-09-27 13:00:00,2021-09-27,8,70582.56,64.9,9/27/21 7:54,57.9,9/27/21 7:53,72.0,9/27/21 7:53
2021-09-27 14:00:00,2021-09-27,9,72453.45,70.0,9/27/21 8:54,62.1,9/27/21 8:53,77.0,9/27/21 8:53
2021-09-27 15:00:00,2021-09-27,10,74696.38,73.9,9/27/21 9:54,66.0,9/27/21 9:53,79.0,9/27/21 9:53
2021-09-27 16:00:00,2021-09-27,11,77682.95,77.0,9/27/21 10:54,69.1,9/27/21 10:53,81.0,9/27/21 10:53
2021-09-27 17:00:00,2021-09-27,12,81328.44,80.1,9/27/21 11:54,73.0,9/27/21 11:53,82.9,9/27/21 11:53
2021-09-27 18:00:00,2021-09-27,13,84552.64,82.0,9/27/21 12:54,75.0,9/27/21 12:53,84.9,9/27/21 12:53
2021-09-27 19:00:00,2021-09-27,14,87595.75,82.9,9/27/21 13:54,75.9,9/27/21 13:53,84.9,9/27/21 13:53
2021-09-27 20:00:00,2021-09-27,15,89809.39,84.0,9/27/21 14:54,75.9,9/27/21 14:53,84.0,9/27/21 14:53
2021-09-27 21:00:00,2021-09-27,16,91410.08,84.0,9/27/21 15:54,77.0,9/27/21 15:53,84.9,9/27/21 15:53
2021-09-27 22:00:00,2021-09-27,17,92161.13,82.9,9/27/21 16:54,75.9,9/27/21 16:53,84.9,9/27/21 16:53
2021-09-27 23:00:00,2021-09-27,18,91384.39,80.1,9/27/21 17:54,75.0,9/27/21 17:53,82.0,9/27/21 17:53
2021-09-28 00:00:00,2021-09-27,19,89316.4,75.0,9/27/21 18:54,73.0,9/27/21 18:53,81.0,9/27/21 18:53
2021-09-28 01:00:00,2021-09-27,20,88037.8,73.0,9/27/21 19:54,69.1,9/27/21 19:53,79.0,9/27/21 19:53
2021-09-28 02:00:00,2021-09-27,21,84313.06,72.0,9/27/21 20:54,66.9,9/27/21 20:53,78.1,9/27/21 20:53
2021-09-28 03:00:00,2021-09-27,22,79235.94,73.9,9/27/21 21:54,66.9,9/27/21 21:53,78.1,9/27/21 21:53
2021-09-28 04:00:00,2021-09-27,23,74014.12,73.0,9/27/21 22:54,64.0,9/27/21 22:53,78.1,9/27/21 22:53
2021-09-28 05:00:00,2021-09-27,24,69548.24,72.0,9/27/21 23:54,61.0,9/27/21 23:53,78.1,9/27/21 23:53
2021-09-28 06:00:00,2021-09-28,1,66115.81,71.1,9/28/21 0:54,60.1,9/28/21 0:53,77.0,9/28/21 0:53
2021-09-28 07:00:00,2021-09-28,2,63487.78,70.0,9/28/21 1:54,59.0,9/28/21 1:53,77.0,9/28/21 1:53
2021-09-28 08:00:00,2021-09-28,3,62140.07,68.0,9/28/21 2:54,57.9,9/28/21 2:53,77.0,9/28/21 2:53
2021-09-28 09:00:00,2021-09-28,4,61658.29,66.0,9/28/21 3:54,57.9,9/28/21 3:53,77.0,9/28/21 3:53
2021-09-28 10:00:00,2021-09-28,5,62810.41,64.9,9/28/21 4:54,57.0,9/28/21 4:53,78.1,9/28/21 4:53
2021-09-28 11:00:00,2021-09-28,6,66247.57,64.0,9/28/21 5:54,55.9,9/28/21 5:53,77.0,9/28/21 5:53
2021-09-28 12:00:00,2021-09-28,7,70859.65,62.1,9/28/21 6:54,55.9,9/28/21 6:53,75.0,9/28/21 6:53
2021-09-28 13:00:00,2021-09-28,8,73188.77,64.9,9/28/21 7:54,57.0,9/28/21 7:53,79.0,9/28/21 7:53
2021-09-28 14:00:00,2021-09-28,9,74551.69,68.0,9/28/21 8:54,59.0,9/28/21 8:53,80.1,9/28/21 8:53
2021-09-28 15:00:00,2021-09-28,10,76368.8,71.1,9/28/21 9:54,64.0,9/28/21 9:53,82.0,9/28/21 9:53
2021-09-28 16:00:00,2021-09-28,11,78709.49,73.9,9/28/21 10:54,68.0,9/28/21 10:53,82.0,9/28/21 10:53
2021-09-28 17:00:00,2021-09-28,12,81085.97,77.0,9/28/21 11:54,72.0,9/28/21 11:53,82.0,9/28/21 11:53
2021-09-28 18:00:00,2021-09-28,13,83713.15,79.0,9/28/21 12:54,75.0,9/28/21 12:53,82.9,9/28/21 12:53
2021-09-28 19:00:00,2021-09-28,14,86042.96,82.9,9/28/21 13:54,78.1,9/28/21 13:53,79.0,9/28/21 13:53
2021-09-28 20:00:00,2021-09-28,15,87683.3,84.0,9/28/21 14:54,80.1,9/28/21 14:53,79.0,9/28/21 14:53
2021-09-28 21:00:00,2021-09-28,16,88835.07,84.0,9/28/21 15:54,81.0,9/28/21 15:53,75.9,9/28/21 15:53
2021-09-28 22:00:00,2021-09-28,17,89316.62,82.0,9/28/21 16:54,81.0,9/28/21 16:53,77.0,9/28/21 16:53
2021-09-28 23:00:00,2021-09-28,18,88466.57,79.0,9/28/21 17:54,79.0,9/28/21 17:53,75.0,9/28/21 17:53
2021-09-29 00:00:00,2021-09-28,19,86833.03,75.9,9/28/21 18:54,75.0,9/28/21 18:53,73.9,9/28/21 18:53
2021-09-29 01:00:00,2021-09-28,20,85721.19,73.0,9/28/21 19:54,72.0,9/28/21 19:53,73.0,9/28/21 19:53
2021-09-29 02:00:00,2021-09-28,21,82231.82,71.1,9/28/21 20:54,69.1,9/28/21 20:53,73.0,9/28/21 20:53
2021-09-29 03:00:00,2021-09-28,22,77730.98,70.0,9/28/21 21:54,66.9,9/28/21 21:53,73.0,9/28/21 21:53
2021-09-29 04:00:00,2021-09-28,23,72683.46,69.1,9/28/21 22:54,64.9,9/28/21 22:53,73.0,9/28/21 22:53
2021-09-29 05:00:00,2021-09-28,24,68340.87,66.9,9/28/21 23:54,64.0,9/28/21 23:53,73.9,9/28/21 23:53
2021-09-29 06:00:00,2021-09-29,1,65154.0,66.9,9/29/21 0:54,62.1,9/29/21 0:53,73.9,9/29/21 0:53
2021-09-29 07:00:00,2021-09-29,2,62718.83,66.0,9/29/21 1:54,62.1,9/29/21 1:53,75.0,9/29/21 1:53
2021-09-29 08:00:00,2021-09-29,3,61613.63,64.0,9/29/21 2:54,61.0,9/29/21 2:53,73.9,9/29/21 2:53
2021-09-29 09:00:00,2021-09-29,4,61152.98,63.0,9/29/21 3:54,60.1,9/29/21 3:53,75.0,9/29/21 3:53
2021-09-29 10:00:00,2021-09-29,5,62266.95,63.0,9/29/21 4:54,60.1,9/29/21 4:53,75.9,9/29/21 4:53
2021-09-29 11:00:00,2021-09-29,6,65810.85,62.1,9/29/21 5:54,59.0,9/29/21 5:53,75.9,9/29/21 5:53
2021-09-29 12:00:00,2021-09-29,7,70391.03,61.0,9/29/21 6:54,59.0,9/29/21 6:53,75.9,9/29/21 6:53
2021-09-29 13:00:00,2021-09-29,8,72245.94,63.0,9/29/21 7:54,60.1,9/29/21 7:53,77.0,9/29/21 7:53
2021-09-29 14:00:00,2021-09-29,9,73798.25,64.9,9/29/21 8:54,63.0,9/29/21 8:53,79.0,9/29/21 8:53
2021-09-29 15:00:00,2021-09-29,10,76055.86,69.1,9/29/21 9:54,66.0,9/29/21 9:53,78.1,9/29/21 9:53
2021-09-29 16:00:00,2021-09-29,11,78851.86,73.9,9/29/21 10:54,70.0,9/29/21 10:53,75.9,9/29/21 10:53
2021-09-29 17:00:00,2021-09-29,12,81851.51,78.1,9/29/21 11:54,73.9,9/29/21 11:53,75.9,9/29/21 11:53
2021-09-29 18:00:00,2021-09-29,13,84691.8,80.1,9/29/21 12:54,78.1,9/29/21 12:53,75.0,9/29/21 12:53
2021-09-29 19:00:00,2021-09-29,14,86974.53,82.9,9/29/21 13:54,82.0,9/29/21 13:53,73.9,9/29/21 13:53
2021-09-29 20:00:00,2021-09-29,15,88518.34,82.9,9/29/21 14:54,82.9,9/29/21 14:53,73.0,9/29/21 14:53
2021-09-29 21:00:00,2021-09-29,16,89756.9,84.0,9/29/21 15:54,84.9,9/29/21 15:53,73.0,9/29/21 15:53
2021-09-29 22:00:00,2021-09-29,17,90154.85,82.9,9/29/21 16:54,82.9,9/29/21 16:53,73.9,9/29/21 16:53
2021-09-29 23:00:00,2021-09-29,18,88988.63,81.0,9/29/21 17:54,81.0,9/29/21 17:53,75.0,9/29/21 17:53
2021-09-30 00:00:00,2021-09-29,19,87470.81,78.1,9/29/21 18:54,79.0,9/29/21 18:53,75.0,9/29/21 18:53
2021-09-30 01:00:00,2021-09-29,20,86408.58,75.0,9/29/21 19:54,75.9,9/29/21 19:53,73.0,9/29/21 19:53
2021-09-30 02:00:00,2021-09-29,21,83172.82,72.0,9/29/21 20:54,73.9,9/29/21 20:53,73.0,9/29/21 20:53
2021-09-30 03:00:00,2021-09-29,22,78492.7,70.0,9/29/21 21:54,73.0,9/29/21 21:53,73.9,9/29/21 21:53
2021-09-30 04:00:00,2021-09-29,23,73601.64,68.0,9/29/21 22:54,71.1,9/29/21 22:53,73.0,9/29/21 22:53
2021-09-30 05:00:00,2021-09-29,24,69155.48,68.0,9/29/21 23:54,70.0,9/29/21 23:53,73.0,9/29/21 23:53
2021-09-30 06:00:00,2021-09-30,1,65809.73,68.0,9/30/21 0:54,70.0,9/30/21 0:53,73.0,9/30/21 0:53
2021-09-30 07:00:00,2021-09-30,2,63657.06,66.0,9/30/21 1:54,73.0,9/30/21 1:53,73.0,9/30/21 1:53
2021-09-30 08:00:00,2021-09-30,3,62375.69,64.9,9/30/21 2:54,66.9,9/30/21 2:53,73.0,9/30/21 2:53
2021-09-30 09:00:00,2021-09-30,4,61809.9,64.0,9/30/21 3:54,66.0,9/30/21 3:53,73.0,9/30/21 3:53
2021-09-30 10:00:00,2021-09-30,5,63097.3,62.1,9/30/21 4:54,64.9,9/30/21 4:53,73.0,9/30/21 4:53
2021-09-30 11:00:00,2021-09-30,6,66778.43,61.0,9/30/21 5:54,64.9,9/30/21 5:53,73.0,9/30/21 5:53
2021-09-30 12:00:00,2021-09-30,7,71376.53,61.0,9/30/21 6:54,63.0,9/30/21 6:53,73.9,9/30/21 6:53
2021-09-30 13:00:00,2021-09-30,8,73514.84,63.0,9/30/21 7:54,64.0,9/30/21 7:53,75.9,9/30/21 7:53
2021-09-30 14:00:00,2021-09-30,9,75060.81,64.9,9/30/21 8:54,66.0,9/30/21 8:53,79.0,9/30/21 8:53
2021-09-30 15:00:00,2021-09-30,10,77356.15,68.0,9/30/21 9:54,70.0,9/30/21 9:53,79.0,9/30/21 9:53
2021-09-30 16:00:00,2021-09-30,11,80442.09,71.1,9/30/21 10:54,75.0,9/30/21 10:53,79.0,9/30/21 10:53
2021-09-30 17:00:00,2021-09-30,12,83262.6,73.9,9/30/21 11:54,77.0,9/30/21 11:53,82.9,9/30/21 11:53
2021-09-30 18:00:00,2021-09-30,13,85836.42,75.9,9/30/21 12:54,79.0,9/30/21 12:53,82.9,9/30/21 12:53
2021-09-30 19:00:00,2021-09-30,14,88223.24,77.0,9/30/21 13:54,81.0,9/30/21 13:53,82.9,9/30/21 13:53
2021-09-30 20:00:00,2021-09-30,15,88945.33,79.0,9/30/21 14:54,81.0,9/30/21 14:53,80.1,9/30/21 14:53
2021-09-30 21:00:00,2021-09-30,16,89032.22,79.0,9/30/21 15:54,80.1,9/30/21 15:53,79.0,9/30/21 15:53
2021-09-30 22:00:00,2021-09-30,17,88550.72,79.0,9/30/21 16:54,80.1,9/30/21 16:53,78.1,9/30/21 16:53
2021-09-30 23:00:00,2021-09-30,18,87437.85,77.0,9/30/21 17:54,79.0,9/30/21 17:53,79.0,9/30/21 17:53
2021-10-01 00:00:00,2021-09-30,19,86020.52,73.9,9/30/21 18:54,78.1,9/30/21 18:53,78.1,9/30/21 18:53
2021-10-01 01:00:00,2021-09-30,20,85298.7,71.1,9/30/21 19:54,75.9,9/30/21 19:53,77.0,9/30/21 19:53
2021-10-01 02:00:00,2021-09-30,21,82358.56,68.0,9/30/21 20:54,75.9,9/30/21 20:53,75.9,9/30/21 20:53
2021-10-01 03:00:00,2021-09-30,22,78229.4,68.0,9/30/21 21:54,75.0,9/30/21 21:53,75.9,9/30/21 21:53
2021-10-01 04:00:00,2021-09-30,23,73364.23,66.0,9/30/21 22:54,72.0,9/30/21 22:53,75.9,9/30/21 22:53
2021-10-01 05:00:00,2021-09-30,24,68596.55,64.0,9/30/21 23:54,72.0,9/30/21 23:53,75.9,9/30/21 23:53
2021-10-01 06:00:00,2021-10-01,1,65534.41,64.0,10/1/21 0:54,70.0,10/1/21 0:53,75.9,10/1/21 0:53
2021-10-01 07:00:00,2021-10-01,2,63418.11,62.1,10/1/21 1:54,70.0,10/1/21 1:53,75.9,10/1/21 1:53
2021-10-01 08:00:00,2021-10-01,3,62114.99,62.1,10/1/21 2:54,70.0,10/1/21 2:53,75.0,10/1/21 2:53
2021-10-01 09:00:00,2021-10-01,4,61777.7,61.0,10/1/21 3:54,70.0,10/1/21 3:53,75.9,10/1/21 3:53
2021-10-01 10:00:00,2021-10-01,5,62907.83,59.0,10/1/21 4:54,66.9,10/1/21 4:53,75.9,10/1/21 4:53
2021-10-01 11:00:00,2021-10-01,6,66225.43,59.0,10/1/21 5:54,66.0,10/1/21 5:53,75.9,10/1/21 5:53
2021-10-01 12:00:00,2021-10-01,7,70528.98,57.9,10/1/21 6:54,64.0,10/1/21 6:53,75.9,10/1/21 6:53
2021-10-01 13:00:00,2021-10-01,8,72693.08,61.0,10/1/21 7:54,66.0,10/1/21 7:53,77.0,10/1/21 7:53
2021-10-01 14:00:00,2021-10-01,9,74418.33,64.0,10/1/21 8:54,66.9,10/1/21 8:53,80.1,10/1/21 8:53
2021-10-01 15:00:00,2021-10-01,10,76697.19,68.0,10/1/21 9:54,68.0,10/1/21 9:53,82.0,10/1/21 9:53
2021-10-01 16:00:00,2021-10-01,11,79189.53,72.0,10/1/21 10:54,71.1,10/1/21 10:53,84.0,10/1/21 10:53
2021-10-01 17:00:00,2021-10-01,12,81390.21,75.0,10/1/21 11:54,75.0,10/1/21 11:53,84.0,10/1/21 11:53
2021-10-01 18:00:00,2021-10-01,13,83797.71,77.0,10/1/21 12:54,75.9,10/1/21 12:53,86.0,10/1/21 12:53
2021-10-01 19:00:00,2021-10-01,14,85672.16,79.0,10/1/21 13:54,75.9,10/1/21 13:53,84.0,10/1/21 13:53
2021-10-01 20:00:00,2021-10-01,15,86549.3,79.0,10/1/21 14:54,78.1,10/1/21 14:53,84.0,10/1/21 14:53
2021-10-01 21:00:00,2021-10-01,16,86946.66,79.0,10/1/21 15:54,79.0,10/1/21 15:53,82.9,10/1/21 15:53
2021-10-01 22:00:00,2021-10-01,17,86365.21,77.0,10/1/21 16:54,78.1,10/1/21 16:53,82.0,10/1/21 16:53
2021-10-01 23:00:00,2021-10-01,18,84550.94,73.9,10/1/21 17:54,77.0,10/1/21 17:53,81.0,10/1/21 17:53
2021-10-02 00:00:00,2021-10-01,19,82685.86,71.1,10/1/21 18:54,75.0,10/1/21 18:53,80.1,10/1/21 18:53
2021-10-02 01:00:00,2021-10-01,20,81614.65,69.1,10/1/21 19:54,75.9,10/1/21 19:53,79.0,10/1/21 19:53
2021-10-02 02:00:00,2021-10-01,21,78845.3,68.0,10/1/21 20:54,72.0,10/1/21 20:53,79.0,10/1/21 20:53
2021-10-02 03:00:00,2021-10-01,22,75568.86,64.0,10/1/21 21:54,70.0,10/1/21 21:53,79.0,10/1/21 21:53
2021-10-02 04:00:00,2021-10-01,23,71768.19,63.0,10/1/21 22:54,69.1,10/1/21 22:53,77.0,10/1/21 22:53
2021-10-02 05:00:00,2021-10-01,24,67996.01,61.0,10/1/21 23:54,68.0,10/1/21 23:53,77.0,10/1/21 23:53
2021-10-02 06:00:00,2021-10-02,1,64773.9,63.0,10/2/21 0:54,68.0,10/2/21 0:53,77.0,10/2/21 0:53
2021-10-02 07:00:00,2021-10-02,2,62535.97,63.0,10/2/21 1:54,68.0,10/2/21 1:53,77.0,10/2/21 1:53
2021-10-02 08:00:00,2021-10-02,3,60887.61,63.0,10/2/21 2:54,68.0,10/2/21 2:53,75.0,10/2/21 2:53
2021-10-02 09:00:00,2021-10-02,4,60370.38,63.0,10/2/21 3:54,68.0,10/2/21 3:53,75.0,10/2/21 3:53
2021-10-02 10:00:00,2021-10-02,5,60524.05,62.1,10/2/21 4:54,66.9,10/2/21 4:53,75.0,10/2/21 4:53
2021-10-02 11:00:00,2021-10-02,6,61796.36,62.1,10/2/21 5:54,66.9,10/2/21 5:53,75.9,10/2/21 5:53
2021-10-02 12:00:00,2021-10-02,7,63582.14,61.0,10/2/21 6:54,66.9,10/2/21 6:53,77.0,10/2/21 6:53
2021-10-02 13:00:00,2021-10-02,8,65352.67,62.1,10/2/21 7:54,66.9,10/2/21 7:53,75.9,10/2/21 7:53
2021-10-02 14:00:00,2021-10-02,9,67872.48,64.0,10/2/21 8:54,66.9,10/2/21 8:53,78.1,10/2/21 8:53
2021-10-02 15:00:00,2021-10-02,10,70496.58,63.0,10/2/21 9:54,68.0,10/2/21 9:53,81.0,10/2/21 9:53
2021-10-02 16:00:00,2021-10-02,11,72656.94,64.0,10/2/21 10:54,68.0,10/2/21 10:53,82.9,10/2/21 10:53
2021-10-02 17:00:00,2021-10-02,12,74524.42,66.9,10/2/21 11:54,69.1,10/2/21 11:53,82.9,10/2/21 11:53
2021-10-02 18:00:00,2021-10-02,13,75687.49,69.1,10/2/21 12:54,70.0,10/2/21 12:53,84.0,10/2/21 12:53
2021-10-02 19:00:00,2021-10-02,14,76429.88,71.1,10/2/21 13:54,70.0,10/2/21 13:53,84.0,10/2/21 13:53
2021-10-02 20:00:00,2021-10-02,15,76925.89,71.1,10/2/21 14:54,73.0,10/2/21 14:53,77.0,10/2/21 14:53
2021-10-02 21:00:00,2021-10-02,16,77435.61,71.1,10/2/21 15:54,66.9,10/2/21 15:53,79.0,10/2/21 15:53
2021-10-02 22:00:00,2021-10-02,17,77470.3,70.0,10/2/21 16:54,68.0,10/2/21 16:53,80.1,10/2/21 16:53
2021-10-02 23:00:00,2021-10-02,18,77145.5,69.1,10/2/21 17:54,68.0,10/2/21 17:53,80.1,10/2/21 17:53
2021-10-03 00:00:00,2021-10-02,19,76723.63,69.1,10/2/21 18:54,66.9,10/2/21 18:53,75.9,10/2/21 18:53
2021-10-03 01:00:00,2021-10-02,20,76280.73,69.1,10/2/21 19:54,66.9,10/2/21 19:53,77.0,10/2/21 19:53
2021-10-03 02:00:00,2021-10-02,21,74411.2,69.1,10/2/21 20:54,66.0,10/2/21 20:53,75.9,10/2/21 20:53
2021-10-03 03:00:00,2021-10-02,22,71592.71,69.1,10/2/21 21:54,66.0,10/2/21 21:53,75.0,10/2/21 21:53
2021-10-03 04:00:00,2021-10-02,23,68215.95,69.1,10/2/21 22:54,66.0,10/2/21 22:53,75.0,10/2/21 22:53
2021-10-03 05:00:00,2021-10-02,24,65222.72,69.1,10/2/21 23:54,64.9,10/2/21 23:53,75.0,10/2/21 23:53
2021-10-03 06:00:00,2021-10-03,1,62723.87,68.0,10/3/21 0:54,64.9,10/3/21 0:53,75.0,10/3/21 0:53
2021-10-03 07:00:00,2021-10-03,2,60907.37,68.0,10/3/21 1:54,64.0,10/3/21 1:53,75.0,10/3/21 1:53
2021-10-03 08:00:00,2021-10-03,3,59620.28,68.0,10/3/21 2:54,62.1,10/3/21 2:53,75.9,10/3/21 2:53
2021-10-03 09:00:00,2021-10-03,4,58935.65,68.0,10/3/21 3:54,61.0,10/3/21 3:53,75.0,10/3/21 3:53
2021-10-03 10:00:00,2021-10-03,5,58762.05,68.0,10/3/21 4:54,60.1,10/3/21 4:53,75.9,10/3/21 4:53
2021-10-03 11:00:00,2021-10-03,6,59332.17,68.0,10/3/21 5:54,59.0,10/3/21 5:53,73.9,10/3/21 5:53
2021-10-03 12:00:00,2021-10-03,7,60781.76,68.0,10/3/21 6:54,57.9,10/3/21 6:53,73.9,10/3/21 6:53
2021-10-03 13:00:00,2021-10-03,8,62271.29,68.0,10/3/21 7:54,57.0,10/3/21 7:53,75.0,10/3/21 7:53
2021-10-03 14:00:00,2021-10-03,9,65132.99,69.1,10/3/21 8:54,57.9,10/3/21 8:53,80.1,10/3/21 8:53
2021-10-03 15:00:00,2021-10-03,10,67921.37,70.0,10/3/21 9:54,62.1,10/3/21 9:53,81.0,10/3/21 9:53
2021-10-03 16:00:00,2021-10-03,11,70545.93,70.0,10/3/21 10:54,63.0,10/3/21 10:53,81.0,10/3/21 10:53
2021-10-03 17:00:00,2021-10-03,12,72990.96,72.0,10/3/21 11:54,66.0,10/3/21 11:53,84.0,10/3/21 11:53
2021-10-03 18:00:00,2021-10-03,13,75344.61,73.0,10/3/21 12:54,68.0,10/3/21 12:53,82.9,10/3/21 12:53
2021-10-03 19:00:00,2021-10-03,14,76997.0,73.9,10/3/21 13:54,69.1,10/3/21 13:53,75.0,10/3/21 13:53
2021-10-03 20:00:00,2021-10-03,15,77999.78,75.9,10/3/21 14:54,70.0,10/3/21 14:53,78.1,10/3/21 14:53
2021-10-03 21:00:00,2021-10-03,16,78925.12,75.0,10/3/21 15:54,72.0,10/3/21 15:53,79.0,10/3/21 15:53
2021-10-03 22:00:00,2021-10-03,17,79677.74,68.0,10/3/21 16:54,72.0,10/3/21 16:53,80.1,10/3/21 16:53
2021-10-03 23:00:00,2021-10-03,18,79872.93,70.0,10/3/21 17:54,70.0,10/3/21 17:53,79.0,10/3/21 17:53
2021-10-04 00:00:00,2021-10-03,19,79217.82,66.9,10/3/21 18:54,66.0,10/3/21 18:53,78.1,10/3/21 18:53
2021-10-04 01:00:00,2021-10-03,20,78885.7,66.9,10/3/21 19:54,64.0,10/3/21 19:53,78.1,10/3/21 19:53
2021-10-04 02:00:00,2021-10-03,21,75980.5,66.0,10/3/21 20:54,61.0,10/3/21 20:53,78.1,10/3/21 20:53
2021-10-04 03:00:00,2021-10-03,22,72513.96,64.0,10/3/21 21:54,61.0,10/3/21 21:53,78.1,10/3/21 21:53
2021-10-04 04:00:00,2021-10-03,23,68493.74,64.0,10/3/21 22:54,57.9,10/3/21 22:53,77.0,10/3/21 22:53
2021-10-04 05:00:00,2021-10-03,24,65053.88,63.0,10/3/21 23:54,55.9,10/3/21 23:53,75.9,10/3/21 23:53
2021-10-04 06:00:00,2021-10-04,1,62167.99,62.1,10/4/21 0:54,55.9,10/4/21 0:53,75.9,10/4/21 0:53
2021-10-04 07:00:00,2021-10-04,2,60486.55,61.0,10/4/21 1:54,55.0,10/4/21 1:53,75.0,10/4/21 1:53
2021-10-04 08:00:00,2021-10-04,3,59505.61,62.1,10/4/21 2:54,54.0,10/4/21 2:53,73.9,10/4/21 2:53
2021-10-04 09:00:00,2021-10-04,4,59438.99,63.0,10/4/21 3:54,52.0,10/4/21 3:53,73.9,10/4/21 3:53
2021-10-04 10:00:00,2021-10-04,5,60907.03,63.0,10/4/21 4:54,53.1,10/4/21 4:53,75.0,10/4/21 4:53
2021-10-04 11:00:00,2021-10-04,6,64772.82,63.0,10/4/21 5:54,53.1,10/4/21 5:53,73.9,10/4/21 5:53
2021-10-04 12:00:00,2021-10-04,7,69885.27,63.0,10/4/21 6:54,54.0,10/4/21 6:53,73.0,10/4/21 6:53
2021-10-04 13:00:00,2021-10-04,8,72070.9,63.0,10/4/21 7:54,54.0,10/4/21 7:53,75.9,10/4/21 7:53
2021-10-04 14:00:00,2021-10-04,9,73634.49,63.0,10/4/21 8:54,55.0,10/4/21 8:53,77.0,10/4/21 8:53
2021-10-04 15:00:00,2021-10-04,10,75323.28,63.0,10/4/21 9:54,57.0,10/4/21 9:53,80.1,10/4/21 9:53
2021-10-04 16:00:00,2021-10-04,11,77496.03,64.9,10/4/21 10:54,61.0,10/4/21 10:53,79.0,10/4/21 10:53
2021-10-04 17:00:00,2021-10-04,12,79549.69,66.0,10/4/21 11:54,64.0,10/4/21 11:53,81.0,10/4/21 11:53
2021-10-04 18:00:00,2021-10-04,13,81234.68,66.9,10/4/21 12:54,66.9,10/4/21 12:53,82.0,10/4/21 12:53
2021-10-04 19:00:00,2021-10-04,14,82693.58,69.1,10/4/21 13:54,71.1,10/4/21 13:53,82.9,10/4/21 13:53
2021-10-04 20:00:00,2021-10-04,15,83391.79,71.1,10/4/21 14:54,72.0,10/4/21 14:53,82.9,10/4/21 14:53
2021-10-04 21:00:00,2021-10-04,16,83674.11,66.9,10/4/21 15:54,72.0,10/4/21 15:53,82.0,10/4/21 15:53
2021-10-04 22:00:00,2021-10-04,17,83710.3,70.0,10/4/21 16:54,72.0,10/4/21 16:53,79.0,10/4/21 16:53
2021-10-04 23:00:00,2021-10-04,18,83144.93,69.1,10/4/21 17:54,71.1,10/4/21 17:53,73.9,10/4/21 17:53
2021-10-05 00:00:00,2021-10-04,19,82480.14,66.9,10/4/21 18:54,69.1,10/4/21 18:53,73.0,10/4/21 18:53
2021-10-05 01:00:00,2021-10-04,20,81831.16,66.0,10/4/21 19:54,66.9,10/4/21 19:53,73.9,10/4/21 19:53
2021-10-05 02:00:00,2021-10-04,21,79033.93,64.0,10/4/21 20:54,64.9,10/4/21 20:53,75.9,10/4/21 20:53
2021-10-05 03:00:00,2021-10-04,22,74887.48,63.0,10/4/21 21:54,62.1,10/4/21 21:53,75.0,10/4/21 21:53
2021-10-05 04:00:00,2021-10-04,23,70364.05,63.0,10/4/21 22:54,61.0,10/4/21 22:53,75.0,10/4/21 22:53
2021-10-05 05:00:00,2021-10-04,24,66235.1,63.0,10/4/21 23:54,61.0,10/4/21 23:53,73.9,10/4/21 23:53
2021-10-05 06:00:00,2021-10-05,1,63267.0,63.0,10/5/21 0:54,59.0,10/5/21 0:53,73.9,10/5/21 0:53
2021-10-05 07:00:00,2021-10-05,2,61334.75,63.0,10/5/21 1:54,57.9,10/5/21 1:53,75.0,10/5/21 1:53
2021-10-05 08:00:00,2021-10-05,3,60214.52,63.0,10/5/21 2:54,57.0,10/5/21 2:53,73.9,10/5/21 2:53
2021-10-05 09:00:00,2021-10-05,4,59955.29,62.1,10/5/21 3:54,55.9,10/5/21 3:53,75.0,10/5/21 3:53
2021-10-05 10:00:00,2021-10-05,5,61350.9,64.0,10/5/21 4:54,55.9,10/5/21 4:53,73.9,10/5/21 4:53
