UTC Timestamp (Interval Ending),Local Date,Hour Number,MISO Total Actual Load (MW),Indianapolis Temperature (Fahrenheit),Indianapolis Temperature Observation Time (Eastern Standard),Minneapolis Temperature (Fahrenheit),Minneapolis Temperature Observation Time (Eastern Standard),New Orleans International Airport Temperature (Fahrenheit),New Orleans International Airport Temperature Observation Time (Eastern Standard)
2021-02-18 14:00:00,2021-02-18,9,92450.18,18.0,2/18/21 8:54,8.1,2/18/21 8:53,41.0,2/18/21 8:53
2021-02-18 15:00:00,2021-02-18,10,93017.18,19.0,2/18/21 9:54,8.1,2/18/21 9:53,42.1,2/18/21 9:53
2021-02-18 16:00:00,2021-02-18,11,92582.57,21.0,2/18/21 10:54,10.0,2/18/21 10:53,42.1,2/18/21 10:53
2021-02-18 17:00:00,2021-02-18,12,91470.07,23.0,2/18/21 11:54,10.9,2/18/21 11:53,43.0,2/18/21 11:53
2021-02-18 18:00:00,2021-02-18,13,89857.1,24.1,2/18/21 12:54,12.9,2/18/21 12:53,44.1,2/18/21 12:53
2021-02-18 19:00:00,2021-02-18,14,88348.08,23.0,2/18/21 13:54,14.0,2/18/21 13:53,45.0,2/18/21 13:53
2021-02-18 20:00:00,2021-02-18,15,87118.18,25.0,2/18/21 14:54,14.0,2/18/21 14:53,46.9,2/18/21 14:53
2021-02-18 21:00:00,2021-02-18,16,86228.99,24.1,2/18/21 15:54,15.1,2/18/21 15:53,46.9,2/18/21 15:53
2021-02-18 22:00:00,2021-02-18,17,86252.3,23.0,2/18/21 16:54,16.0,2/18/21 16:53,46.0,2/18/21 16:53
2021-02-18 23:00:00,2021-02-18,18,87700.04,23.0,2/18/21 17:54,14.0,2/18/21 17:53,43.0,2/18/21 17:53
2021-02-19 00:00:00,2021-02-18,19,90666.3,21.9,2/18/21 18:54,14.0,2/18/21 18:53,41.0,2/18/21 18:53
2021-02-19 01:00:00,2021-02-18,20,93325.18,21.0,2/18/21 19:54,12.9,2/18/21 19:53,41.0,2/18/21 19:53
2021-02-19 02:00:00,2021-02-18,21,92760.97,19.0,2/18/21 20:54,12.9,2/18/21 20:53,39.9,2/18/21 20:53
2021-02-19 03:00:00,2021-02-18,22,91064.47,17.1,2/18/21 21:54,10.9,2/18/21 21:53,39.0,2/18/21 21:53
2021-02-19 04:00:00,2021-02-18,23,88322.09,15.1,2/18/21 22:54,10.9,2/18/21 22:53,37.9,2/18/21 22:53
2021-02-19 05:00:00,2021-02-18,24,85391.81,12.9,2/18/21 23:54,10.0,2/18/21 23:53,37.9,2/18/21 23:53
2021-02-19 06:00:00,2021-02-19,1,83413.02,15.1,2/19/21 0:54,10.0,2/19/21 0:53,37.0,2/19/21 0:53
2021-02-19 07:00:00,2021-02-19,2,82232.52,14.0,2/19/21 1:54,8.1,2/19/21 1:53,36.0,2/19/21 1:53
2021-02-19 08:00:00,2021-02-19,3,81727.11,10.9,2/19/21 2:54,8.1,2/19/21 2:53,36.0,2/19/21 2:53
2021-02-19 09:00:00,2021-02-19,4,81932.12,10.0,2/19/21 3:54,8.1,2/19/21 3:53,35.1,2/19/21 3:53
2021-02-19 10:00:00,2021-02-19,5,82922.38,10.9,2/19/21 4:54,7.0,2/19/21 4:53,35.1,2/19/21 4:53
2021-02-19 11:00:00,2021-02-19,6,85145.16,10.0,2/19/21 5:54,6.1,2/19/21 5:53,34.0,2/19/21 5:53
2021-02-19 12:00:00,2021-02-19,7,89204.35,9.0,2/19/21 6:54,5.0,2/19/21 6:53,34.0,2/19/21 6:53
2021-02-19 13:00:00,2021-02-19,8,93704.36,8.1,2/19/21 7:54,3.9,2/19/21 7:53,34.0,2/19/21 7:53
2021-02-19 14:00:00,2021-02-19,9,95620.02,10.0,2/19/21 8:54,3.9,2/19/21 8:53,33.1,2/19/21 8:53
2021-02-19 15:00:00,2021-02-19,10,94470.9,14.0,2/19/21 9:54,5.0,2/19/21 9:53,35.1,2/19/21 9:53
2021-02-19 16:00:00,2021-02-19,11,92016.82,17.1,2/19/21 10:54,9.0,2/19/21 10:53,37.0,2/19/21 10:53
2021-02-19 17:00:00,2021-02-19,12,89403.29,19.0,2/19/21 11:54,10.9,2/19/21 11:53,41.0,2/19/21 11:53
2021-02-19 18:00:00,2021-02-19,13,87147.2,21.0,2/19/21 12:54,15.1,2/19/21 12:53,43.0,2/19/21 12:53
2021-02-19 19:00:00,2021-02-19,14,84930.3,21.0,2/19/21 13:54,16.0,2/19/21 13:53,46.9,2/19/21 13:53
2021-02-19 20:00:00,2021-02-19,15,82889.97,21.9,2/19/21 14:54,18.0,2/19/21 14:53,48.9,2/19/21 14:53
2021-02-19 21:00:00,2021-02-19,16,80885.27,21.9,2/19/21 15:54,18.0,2/19/21 15:53,51.1,2/19/21 15:53
2021-02-19 22:00:00,2021-02-19,17,80201.08,21.0,2/19/21 16:54,19.0,2/19/21 16:53,53.1,2/19/21 16:53
2021-02-19 23:00:00,2021-02-19,18,81400.93,21.0,2/19/21 17:54,18.0,2/19/21 17:53,53.1,2/19/21 17:53
2021-02-20 00:00:00,2021-02-19,19,84507.69,18.0,2/19/21 18:54,16.0,2/19/21 18:53,50.0,2/19/21 18:53
2021-02-20 01:00:00,2021-02-19,20,87985.07,17.1,2/19/21 19:54,12.9,2/19/21 19:53,48.0,2/19/21 19:53
2021-02-20 02:00:00,2021-02-19,21,88132.54,15.1,2/19/21 20:54,12.0,2/19/21 20:53,46.0,2/19/21 20:53
2021-02-20 03:00:00,2021-02-19,22,87179.94,12.9,2/19/21 21:54,10.9,2/19/21 21:53,42.1,2/19/21 21:53
2021-02-20 04:00:00,2021-02-19,23,85450.46,16.0,2/19/21 22:54,10.0,2/19/21 22:53,39.9,2/19/21 22:53
2021-02-20 05:00:00,2021-02-19,24,83391.11,17.1,2/19/21 23:54,9.0,2/19/21 23:53,39.0,2/19/21 23:53
2021-02-20 06:00:00,2021-02-20,1,81570.37,17.1,2/20/21 0:54,6.1,2/20/21 0:53,37.0,2/20/21 0:53
2021-02-20 07:00:00,2021-02-20,2,80441.43,16.0,2/20/21 1:54,7.0,2/20/21 1:53,36.0,2/20/21 1:53
2021-02-20 08:00:00,2021-02-20,3,79853.93,17.1,2/20/21 2:54,3.9,2/20/21 2:53,35.1,2/20/21 2:53
2021-02-20 09:00:00,2021-02-20,4,79832.23,17.1,2/20/21 3:54,3.0,2/20/21 3:53,35.1,2/20/21 3:53
2021-02-20 10:00:00,2021-02-20,5,80297.96,17.1,2/20/21 4:54,1.9,2/20/21 4:53,35.1,2/20/21 4:53
2021-02-20 11:00:00,2021-02-20,6,81530.36,15.1,2/20/21 5:54,1.0,2/20/21 5:53,35.1,2/20/21 5:53
2021-02-20 12:00:00,2021-02-20,7,83684.76,15.1,2/20/21 6:54,0.0,2/20/21 6:53,35.1,2/20/21 6:53
2021-02-20 13:00:00,2021-02-20,8,86021.39,12.9,2/20/21 7:54,0.0,2/20/21 7:53,36.0,2/20/21 7:53
2021-02-20 14:00:00,2021-02-20,9,87552.51,14.0,2/20/21 8:54,0.0,2/20/21 8:53,37.9,2/20/21 8:53
2021-02-20 15:00:00,2021-02-20,10,86951.38,19.0,2/20/21 9:54,3.0,2/20/21 9:53,39.9,2/20/21 9:53
2021-02-20 16:00:00,2021-02-20,11,84484.05,21.9,2/20/21 10:54,10.0,2/20/21 10:53,42.1,2/20/21 10:53
2021-02-20 17:00:00,2021-02-20,12,81505.89,26.1,2/20/21 11:54,15.1,2/20/21 11:53,44.1,2/20/21 11:53
2021-02-20 18:00:00,2021-02-20,13,78736.72,28.9,2/20/21 12:54,17.1,2/20/21 12:53,48.0,2/20/21 12:53
2021-02-20 19:00:00,2021-02-20,14,75942.17,30.0,2/20/21 13:54,18.0,2/20/21 13:53,52.0,2/20/21 13:53
2021-02-20 20:00:00,2021-02-20,15,73587.51,30.9,2/20/21 14:54,19.0,2/20/21 14:53,52.0,2/20/21 14:53
2021-02-20 21:00:00,2021-02-20,16,71894.04,32.0,2/20/21 15:54,19.9,2/20/21 15:53,55.0,2/20/21 15:53
2021-02-20 22:00:00,2021-02-20,17,71471.73,32.0,2/20/21 16:54,21.9,2/20/21 16:53,57.0,2/20/21 16:53
2021-02-20 23:00:00,2021-02-20,18,73147.22,28.9,2/20/21 17:54,21.9,2/20/21 17:53,55.9,2/20/21 17:53
2021-02-21 00:00:00,2021-02-20,19,76644.92,27.0,2/20/21 18:54,19.9,2/20/21 18:53,54.0,2/20/21 18:53
2021-02-21 01:00:00,2021-02-20,20,80414.86,25.0,2/20/21 19:54,19.9,2/20/21 19:53,52.0,2/20/21 19:53
2021-02-21 02:00:00,2021-02-20,21,80746.19,24.1,2/20/21 20:54,19.0,2/20/21 20:53,48.9,2/20/21 20:53
2021-02-21 03:00:00,2021-02-20,22,80173.04,24.1,2/20/21 21:54,18.0,2/20/21 21:53,45.0,2/20/21 21:53
2021-02-21 04:00:00,2021-02-20,23,78580.63,23.0,2/20/21 22:54,19.0,2/20/21 22:53,45.0,2/20/21 22:53
2021-02-21 05:00:00,2021-02-20,24,76786.93,23.0,2/20/21 23:54,19.0,2/20/21 23:53,45.0,2/20/21 23:53
2021-02-21 06:00:00,2021-02-21,1,75111.49,21.9,2/21/21 0:54,19.0,2/21/21 0:53,43.0,2/21/21 0:53
2021-02-21 07:00:00,2021-02-21,2,73966.29,19.9,2/21/21 1:54,19.0,2/21/21 1:53,43.0,2/21/21 1:53
2021-02-21 08:00:00,2021-02-21,3,73401.32,21.0,2/21/21 2:54,21.0,2/21/21 2:53,46.0,2/21/21 2:53
2021-02-21 09:00:00,2021-02-21,4,73168.47,19.9,2/21/21 3:54,19.9,2/21/21 3:53,45.0,2/21/21 3:53
2021-02-21 10:00:00,2021-02-21,5,73224.37,21.0,2/21/21 4:54,19.9,2/21/21 4:53,46.0,2/21/21 4:53
2021-02-21 11:00:00,2021-02-21,6,73761.85,21.0,2/21/21 5:54,19.9,2/21/21 5:53,43.0,2/21/21 5:53
2021-02-21 12:00:00,2021-02-21,7,75253.97,21.0,2/21/21 6:54,21.0,2/21/21 6:53,45.0,2/21/21 6:53
2021-02-21 13:00:00,2021-02-21,8,77065.33,21.9,2/21/21 7:54,21.0,2/21/21 7:53,41.0,2/21/21 7:53
2021-02-21 14:00:00,2021-02-21,9,78060.28,23.0,2/21/21 8:54,21.9,2/21/21 8:53,51.1,2/21/21 8:53
2021-02-21 15:00:00,2021-02-21,10,78142.66,25.0,2/21/21 9:54,23.0,2/21/21 9:53,57.9,2/21/21 9:53
2021-02-21 16:00:00,2021-02-21,11,77279.77,27.0,2/21/21 10:54,24.1,2/21/21 10:53,64.0,2/21/21 10:53
2021-02-21 17:00:00,2021-02-21,12,75560.06,30.0,2/21/21 11:54,26.1,2/21/21 11:53,66.0,2/21/21 11:53
2021-02-21 18:00:00,2021-02-21,13,73936.28,,,,,,
2021-02-21 19:00:00,2021-02-21,14,72887.75,35.1,2/21/21 13:54,26.1,2/21/21 13:53,68.0,2/21/21 13:53
2021-02-21 20:00:00,2021-02-21,15,72214.71,37.0,2/21/21 14:54,26.1,2/21/21 14:53,66.9,2/21/21 14:53
2021-02-21 21:00:00,2021-02-21,16,72001.31,39.0,2/21/21 15:54,27.0,2/21/21 15:53,66.0,2/21/21 15:53
2021-02-21 22:00:00,2021-02-21,17,72368.15,39.9,2/21/21 16:54,28.0,2/21/21 16:53,64.9,2/21/21 16:53
2021-02-21 23:00:00,2021-02-21,18,73925.16,39.0,2/21/21 17:54,28.0,2/21/21 17:53,63.0,2/21/21 17:53
2021-02-22 00:00:00,2021-02-21,19,76493.07,37.9,2/21/21 18:54,28.0,2/21/21 18:53,62.1,2/21/21 18:53
2021-02-22 01:00:00,2021-02-21,20,78456.18,39.0,2/21/21 19:54,27.0,2/21/21 19:53,61.0,2/21/21 19:53
2021-02-22 02:00:00,2021-02-21,21,77523.47,39.9,2/21/21 20:54,26.1,2/21/21 20:53,61.0,2/21/21 20:53
2021-02-22 03:00:00,2021-02-21,22,75577.75,41.0,2/21/21 21:54,26.1,2/21/21 21:53,61.0,2/21/21 21:53
2021-02-22 04:00:00,2021-02-21,23,72760.72,43.0,2/21/21 22:54,26.1,2/21/21 22:53,61.0,2/21/21 22:53
2021-02-22 05:00:00,2021-02-21,24,69717.94,41.0,2/21/21 23:54,26.1,2/21/21 23:53,61.0,2/21/21 23:53
2021-02-22 06:00:00,2021-02-22,1,67495.44,39.9,2/22/21 0:54,26.1,2/22/21 0:53,60.1,2/22/21 0:53
2021-02-22 07:00:00,2021-02-22,2,66220.52,37.9,2/22/21 1:54,27.0,2/22/21 1:53,57.9,2/22/21 1:53
2021-02-22 08:00:00,2021-02-22,3,65769.61,37.9,2/22/21 2:54,26.1,2/22/21 2:53,57.9,2/22/21 2:53
2021-02-22 09:00:00,2021-02-22,4,65653.18,37.0,2/22/21 3:54,26.1,2/22/21 3:53,57.0,2/22/21 3:53
2021-02-22 10:00:00,2021-02-22,5,66724.46,36.0,2/22/21 4:54,25.0,2/22/21 4:53,57.0,2/22/21 4:53
2021-02-22 11:00:00,2021-02-22,6,69278.4,35.1,2/22/21 5:54,25.0,2/22/21 5:53,55.9,2/22/21 5:53
2021-02-22 12:00:00,2021-02-22,7,73824.84,35.1,2/22/21 6:54,25.0,2/22/21 6:53,53.1,2/22/21 6:53
2021-02-22 13:00:00,2021-02-22,8,79289.01,34.0,2/22/21 7:54,25.0,2/22/21 7:53,52.0,2/22/21 7:53
2021-02-22 14:00:00,2021-02-22,9,81575.89,34.0,2/22/21 8:54,25.0,2/22/21 8:53,59.0,2/22/21 8:53
2021-02-22 15:00:00,2021-02-22,10,81261.86,33.1,2/22/21 9:54,27.0,2/22/21 9:53,66.0,2/22/21 9:53
2021-02-22 16:00:00,2021-02-22,11,80366.24,33.1,2/22/21 10:54,30.9,2/22/21 10:53,69.1,2/22/21 10:53
2021-02-22 17:00:00,2021-02-22,12,79338.76,33.1,2/22/21 11:54,33.1,2/22/21 11:53,69.1,2/22/21 11:53
2021-02-22 18:00:00,2021-02-22,13,78264.64,33.1,2/22/21 12:54,36.0,2/22/21 12:53,69.1,2/22/21 12:53
2021-02-22 19:00:00,2021-02-22,14,77060.16,34.0,2/22/21 13:54,37.9,2/22/21 13:53,71.1,2/22/21 13:53
2021-02-22 20:00:00,2021-02-22,15,76006.22,35.1,2/22/21 14:54,39.0,2/22/21 14:53,72.0,2/22/21 14:53
2021-02-22 21:00:00,2021-02-22,16,74839.4,36.0,2/22/21 15:54,41.0,2/22/21 15:53,73.0,2/22/21 15:53
2021-02-22 22:00:00,2021-02-22,17,74377.24,37.9,2/22/21 16:54,39.9,2/22/21 16:53,73.0,2/22/21 16:53
2021-02-22 23:00:00,2021-02-22,18,74691.99,37.0,2/22/21 17:54,39.0,2/22/21 17:53,72.0,2/22/21 17:53
2021-02-23 00:00:00,2021-02-22,19,76904.97,36.0,2/22/21 18:54,39.0,2/22/21 18:53,68.0,2/22/21 18:53
2021-02-23 01:00:00,2021-02-22,20,79560.8,35.1,2/22/21 19:54,37.9,2/22/21 19:53,62.1,2/22/21 19:53
2021-02-23 02:00:00,2021-02-22,21,79318.52,35.1,2/22/21 20:54,39.0,2/22/21 20:53,61.0,2/22/21 20:53
2021-02-23 03:00:00,2021-02-22,22,77596.18,35.1,2/22/21 21:54,37.9,2/22/21 21:53,59.0,2/22/21 21:53
2021-02-23 04:00:00,2021-02-22,23,75155.43,36.0,2/22/21 22:54,37.9,2/22/21 22:53,57.0,2/22/21 22:53
2021-02-23 05:00:00,2021-02-22,24,71985.69,37.9,2/22/21 23:54,37.9,2/22/21 23:53,55.9,2/22/21 23:53
2021-02-23 06:00:00,2021-02-23,1,69665.54,39.9,2/23/21 0:54,39.0,2/23/21 0:53,54.0,2/23/21 0:53
2021-02-23 07:00:00,2021-02-23,2,68166.1,39.0,2/23/21 1:54,39.0,2/23/21 1:53,51.1,2/23/21 1:53
2021-02-23 08:00:00,2021-02-23,3,67424.01,39.0,2/23/21 2:54,36.0,2/23/21 2:53,50.0,2/23/21 2:53
2021-02-23 09:00:00,2021-02-23,4,67325.41,39.0,2/23/21 3:54,36.0,2/23/21 3:53,46.9,2/23/21 3:53
2021-02-23 10:00:00,2021-02-23,5,68090.88,37.9,2/23/21 4:54,35.1,2/23/21 4:53,45.0,2/23/21 4:53
2021-02-23 11:00:00,2021-02-23,6,70488.54,37.0,2/23/21 5:54,33.1,2/23/21 5:53,44.1,2/23/21 5:53
2021-02-23 12:00:00,2021-02-23,7,75142.92,36.0,2/23/21 6:54,32.0,2/23/21 6:53,44.1,2/23/21 6:53
2021-02-23 13:00:00,2021-02-23,8,80244.6,36.0,2/23/21 7:54,30.9,2/23/21 7:53,44.1,2/23/21 7:53
2021-02-23 14:00:00,2021-02-23,9,81372.01,39.9,2/23/21 8:54,32.0,2/23/21 8:53,53.1,2/23/21 8:53
2021-02-23 15:00:00,2021-02-23,10,79812.89,43.0,2/23/21 9:54,34.0,2/23/21 9:53,57.0,2/23/21 9:53
2021-02-23 16:00:00,2021-02-23,11,77440.17,44.1,2/23/21 10:54,35.1,2/23/21 10:53,64.0,2/23/21 10:53
2021-02-23 17:00:00,2021-02-23,12,75263.47,46.0,2/23/21 11:54,36.0,2/23/21 11:53,66.9,2/23/21 11:53
2021-02-23 18:00:00,2021-02-23,13,73569.19,48.9,2/23/21 12:54,37.0,2/23/21 12:53,69.1,2/23/21 12:53
2021-02-23 19:00:00,2021-02-23,14,72499.47,50.0,2/23/21 13:54,37.0,2/23/21 13:53,71.1,2/23/21 13:53
2021-02-23 20:00:00,2021-02-23,15,71538.97,51.1,2/23/21 14:54,37.9,2/23/21 14:53,71.1,2/23/21 14:53
2021-02-23 21:00:00,2021-02-23,16,70767.33,51.1,2/23/21 15:54,37.9,2/23/21 15:53,71.1,2/23/21 15:53
2021-02-23 22:00:00,2021-02-23,17,70437.44,51.1,2/23/21 16:54,37.9,2/23/21 16:53,72.0,2/23/21 16:53
2021-02-23 23:00:00,2021-02-23,18,70970.85,48.9,2/23/21 17:54,37.9,2/23/21 17:53,69.1,2/23/21 17:53
2021-02-24 00:00:00,2021-02-23,19,73254.66,43.0,2/23/21 18:54,37.0,2/23/21 18:53,64.0,2/23/21 18:53
2021-02-24 01:00:00,2021-02-23,20,75111.29,39.9,2/23/21 19:54,37.9,2/23/21 19:53,60.1,2/23/21 19:53
2021-02-24 02:00:00,2021-02-23,21,75590.14,39.9,2/23/21 20:54,37.0,2/23/21 20:53,57.0,2/23/21 20:53
2021-02-24 03:00:00,2021-02-23,22,74188.14,39.0,2/23/21 21:54,37.0,2/23/21 21:53,55.9,2/23/21 21:53
2021-02-24 04:00:00,2021-02-23,23,71528.5,39.9,2/23/21 22:54,36.0,2/23/21 22:53,53.1,2/23/21 22:53
2021-02-24 05:00:00,2021-02-23,24,68487.82,37.9,2/23/21 23:54,35.1,2/23/21 23:53,53.1,2/23/21 23:53
2021-02-24 06:00:00,2021-02-24,1,66094.26,39.0,2/24/21 0:54,33.1,2/24/21 0:53,52.0,2/24/21 0:53
2021-02-24 07:00:00,2021-02-24,2,64667.48,39.9,2/24/21 1:54,32.0,2/24/21 1:53,51.1,2/24/21 1:53
2021-02-24 08:00:00,2021-02-24,3,63920.42,37.0,2/24/21 2:54,32.0,2/24/21 2:53,50.0,2/24/21 2:53
2021-02-24 09:00:00,2021-02-24,4,63797.84,39.0,2/24/21 3:54,34.0,2/24/21 3:53,48.9,2/24/21 3:53
2021-02-24 10:00:00,2021-02-24,5,64537.78,37.9,2/24/21 4:54,34.0,2/24/21 4:53,48.0,2/24/21 4:53
2021-02-24 11:00:00,2021-02-24,6,66876.04,45.0,2/24/21 5:54,34.0,2/24/21 5:53,50.0,2/24/21 5:53
2021-02-24 12:00:00,2021-02-24,7,71425.48,44.1,2/24/21 6:54,33.1,2/24/21 6:53,48.0,2/24/21 6:53
2021-02-24 13:00:00,2021-02-24,8,76697.79,45.0,2/24/21 7:54,33.1,2/24/21 7:53,48.0,2/24/21 7:53
2021-02-24 14:00:00,2021-02-24,9,78084.46,51.1,2/24/21 8:54,33.1,2/24/21 8:53,55.9,2/24/21 8:53
2021-02-24 15:00:00,2021-02-24,10,76806.7,54.0,2/24/21 9:54,33.1,2/24/21 9:53,64.0,2/24/21 9:53
2021-02-24 16:00:00,2021-02-24,11,75236.0,55.9,2/24/21 10:54,35.1,2/24/21 10:53,68.0,2/24/21 10:53
2021-02-24 17:00:00,2021-02-24,12,73825.82,55.0,2/24/21 11:54,35.1,2/24/21 11:53,69.1,2/24/21 11:53
2021-02-24 18:00:00,2021-02-24,13,72647.64,57.9,2/24/21 12:54,36.0,2/24/21 12:53,71.1,2/24/21 12:53
2021-02-24 19:00:00,2021-02-24,14,71762.18,54.0,2/24/21 13:54,37.0,2/24/21 13:53,72.0,2/24/21 13:53
2021-02-24 20:00:00,2021-02-24,15,71144.36,54.0,2/24/21 14:54,37.0,2/24/21 14:53,73.9,2/24/21 14:53
2021-02-24 21:00:00,2021-02-24,16,70531.06,52.0,2/24/21 15:54,37.9,2/24/21 15:53,73.9,2/24/21 15:53
2021-02-24 22:00:00,2021-02-24,17,70526.7,50.0,2/24/21 16:54,37.0,2/24/21 16:53,73.0,2/24/21 16:53
2021-02-24 23:00:00,2021-02-24,18,71729.75,46.0,2/24/21 17:54,37.0,2/24/21 17:53,73.9,2/24/21 17:53
2021-02-25 00:00:00,2021-02-24,19,74031.39,39.9,2/24/21 18:54,35.1,2/24/21 18:53,72.0,2/24/21 18:53
2021-02-25 01:00:00,2021-02-24,20,76612.08,37.0,2/24/21 19:54,32.0,2/24/21 19:53,69.1,2/24/21 19:53
2021-02-25 02:00:00,2021-02-24,21,76264.71,35.1,2/24/21 20:54,32.0,2/24/21 20:53,68.0,2/24/21 20:53
2021-02-25 03:00:00,2021-02-24,22,74609.72,34.0,2/24/21 21:54,30.0,2/24/21 21:53,66.0,2/24/21 21:53
2021-02-25 04:00:00,2021-02-24,23,72094.56,33.1,2/24/21 22:54,28.9,2/24/21 22:53,64.9,2/24/21 22:53
2021-02-25 05:00:00,2021-02-24,24,68981.76,33.1,2/24/21 23:54,28.9,2/24/21 23:53,64.0,2/24/21 23:53
2021-02-25 06:00:00,2021-02-25,1,66511.81,32.0,2/25/21 0:54,28.9,2/25/21 0:53,62.1,2/25/21 0:53
2021-02-25 07:00:00,2021-02-25,2,64998.71,30.0,2/25/21 1:54,28.0,2/25/21 1:53,61.0,2/25/21 1:53
2021-02-25 08:00:00,2021-02-25,3,64427.0,28.0,2/25/21 2:54,28.9,2/25/21 2:53,59.0,2/25/21 2:53
2021-02-25 09:00:00,2021-02-25,4,64396.71,28.0,2/25/21 3:54,28.9,2/25/21 3:53,62.1,2/25/21 3:53
2021-02-25 10:00:00,2021-02-25,5,65145.94,28.0,2/25/21 4:54,28.0,2/25/21 4:53,61.0,2/25/21 4:53
2021-02-25 11:00:00,2021-02-25,6,67493.42,26.1,2/25/21 5:54,27.0,2/25/21 5:53,60.1,2/25/21 5:53
2021-02-25 12:00:00,2021-02-25,7,72038.37,25.0,2/25/21 6:54,25.0,2/25/21 6:53,60.1,2/25/21 6:53
2021-02-25 13:00:00,2021-02-25,8,77283.37,28.0,2/25/21 7:54,25.0,2/25/21 7:53,60.1,2/25/21 7:53
2021-02-25 14:00:00,2021-02-25,9,78881.86,32.0,2/25/21 8:54,25.0,2/25/21 8:53,63.0,2/25/21 8:53
2021-02-25 15:00:00,2021-02-25,10,77618.24,37.0,2/25/21 9:54,27.0,2/25/21 9:53,68.0,2/25/21 9:53
2021-02-25 16:00:00,2021-02-25,11,76356.99,39.0,2/25/21 10:54,30.0,2/25/21 10:53,72.0,2/25/21 10:53
2021-02-25 17:00:00,2021-02-25,12,75374.25,43.0,2/25/21 11:54,32.0,2/25/21 11:53,73.0,2/25/21 11:53
2021-02-25 18:00:00,2021-02-25,13,74553.54,42.1,2/25/21 12:54,33.1,2/25/21 12:53,,
2021-02-25 19:00:00,2021-02-25,14,73546.9,45.0,2/25/21 13:54,33.1,2/25/21 13:53,75.0,2/25/21 13:53
2021-02-25 20:00:00,2021-02-25,15,72753.13,45.0,2/25/21 14:54,35.1,2/25/21 14:53,77.0,2/25/21 14:53
2021-02-25 21:00:00,2021-02-25,16,72027.05,46.0,2/25/21 15:54,35.1,2/25/21 15:53,77.0,2/25/21 15:53
2021-02-25 22:00:00,2021-02-25,17,71827.66,45.0,2/25/21 16:54,36.0,2/25/21 16:53,75.9,2/25/21 16:53
2021-02-25 23:00:00,2021-02-25,18,73045.52,42.1,2/25/21 17:54,36.0,2/25/21 17:53,75.0,2/25/21 17:53
2021-02-26 00:00:00,2021-02-25,19,75599.46,39.0,2/25/21 18:54,34.0,2/25/21 18:53,73.0,2/25/21 18:53
2021-02-26 01:00:00,2021-02-25,20,78445.92,37.0,2/25/21 19:54,32.0,2/25/21 19:53,70.0,2/25/21 19:53
2021-02-26 02:00:00,2021-02-25,21,78141.95,35.1,2/25/21 20:54,32.0,2/25/21 20:53,68.0,2/25/21 20:53
2021-02-26 03:00:00,2021-02-25,22,76662.27,34.0,2/25/21 21:54,30.0,2/25/21 21:53,66.0,2/25/21 21:53
2021-02-26 04:00:00,2021-02-25,23,74063.41,34.0,2/25/21 22:54,30.0,2/25/21 22:53,66.0,2/25/21 22:53
2021-02-26 05:00:00,2021-02-25,24,71021.92,32.0,2/25/21 23:54,28.9,2/25/21 23:53,66.0,2/25/21 23:53
2021-02-26 06:00:00,2021-02-26,1,68355.32,30.9,2/26/21 0:54,28.9,2/26/21 0:53,63.0,2/26/21 0:53
2021-02-26 07:00:00,2021-02-26,2,66881.46,28.0,2/26/21 1:54,27.0,2/26/21 1:53,63.0,2/26/21 1:53
2021-02-26 08:00:00,2021-02-26,3,66122.32,28.9,2/26/21 2:54,25.0,2/26/21 2:53,63.0,2/26/21 2:53
2021-02-26 09:00:00,2021-02-26,4,65887.65,28.9,2/26/21 3:54,25.0,2/26/21 3:53,63.0,2/26/21 3:53
2021-02-26 10:00:00,2021-02-26,5,66267.58,28.9,2/26/21 4:54,28.9,2/26/21 4:53,63.0,2/26/21 4:53
2021-02-26 11:00:00,2021-02-26,6,68368.75,28.9,2/26/21 5:54,28.0,2/26/21 5:53,64.0,2/26/21 5:53
2021-02-26 12:00:00,2021-02-26,7,72496.47,28.9,2/26/21 6:54,30.0,2/26/21 6:53,64.0,2/26/21 6:53
2021-02-26 13:00:00,2021-02-26,8,77109.72,30.0,2/26/21 7:54,30.0,2/26/21 7:53,66.0,2/26/21 7:53
2021-02-26 14:00:00,2021-02-26,9,78785.68,32.0,2/26/21 8:54,34.0,2/26/21 8:53,66.0,2/26/21 8:53
2021-02-26 15:00:00,2021-02-26,10,78899.98,34.0,2/26/21 9:54,36.0,2/26/21 9:53,64.0,2/26/21 9:53
2021-02-26 16:00:00,2021-02-26,11,78163.48,36.0,2/26/21 10:54,37.9,2/26/21 10:53,69.1,2/26/21 10:53
2021-02-26 17:00:00,2021-02-26,12,77393.46,39.9,2/26/21 11:54,39.0,2/26/21 11:53,75.0,2/26/21 11:53
2021-02-26 18:00:00,2021-02-26,13,76287.07,43.0,2/26/21 12:54,39.9,2/26/21 12:53,80.1,2/26/21 12:53
2021-02-26 19:00:00,2021-02-26,14,75477.69,45.0,2/26/21 13:54,39.9,2/26/21 13:53,81.0,2/26/21 13:53
2021-02-26 20:00:00,2021-02-26,15,74868.02,46.0,2/26/21 14:54,39.9,2/26/21 14:53,81.0,2/26/21 14:53
2021-02-26 21:00:00,2021-02-26,16,74087.18,46.9,2/26/21 15:54,39.9,2/26/21 15:53,81.0,2/26/21 15:53
2021-02-26 22:00:00,2021-02-26,17,73866.22,45.0,2/26/21 16:54,39.9,2/26/21 16:53,80.1,2/26/21 16:53
